,IDX,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BR_RP,BP_G,G_RP,pscol,Teff,Dist,Rad,Lum_Flame,Mass_Flame,Age_Flame,z_Flame,SpType_ELS
364671,78998,83.71588785595,48.85517955227,214011180911049088,2.483,36.235,9.518,-34.963,12.741191,0.002762,13.156797,0.002827,12.163761,0.003798,11.919501,0.029898,0.993036,0.415607,0.57743,,5656.6,383.3517,1.12,1.2583448,0.935,12.044,0.50368106,G      
486697,1024,35.78863115774,21.26208819474,87676916920280704,5.1294,43.826,43.7,3.324,15.185968,0.002799,16.292496,0.005193,14.148768,0.004053,13.690347,0.138178,2.143727,1.106527,1.0372,,3879.7,192.9858,0.5746,0.06911554,0.589,10.639,0.63670164,M      
10781,10781,22.30056561884,40.79328685332,324191591861423616,2.407,11.124,6.983,-8.66,10.379584,0.002783,10.498869,0.002912,10.156931,0.003822,10.063678,0.012816,0.341938,0.119285,0.222653,,7763.3,430.0233,1.8527,10.431405,1.705,0.821,0.49442872,A      
53476,53476,291.21766252437,27.75339559264,2025945281938823552,1.0369,3.557,-0.77,-3.473,12.222015,0.002764,12.447554,0.002868,11.853284,0.003808,11.68924,0.026925,0.59427,0.225538,0.368732,,7807.1,948.8309,2.1606,15.79004,1.844,0.915,0.512085,A      
115930,15930,74.5635240091,46.05182692027,206530687913672704,0.2163,0.432,0.163,-0.4,15.457471,0.00278,15.857319,0.003603,14.871584,0.004053,,,0.985735,0.399848,0.585887,,13152.1,3556.2712,2.0018,113.68699,3.289,,0.7877777,B      
217181,31508,39.04905081138,15.16042970383,81162374949668352,2.707,15.123,-7.341,-13.222,12.156787,0.002766,12.514765,0.002864,11.623945,0.003805,11.390579,0.009239,0.89082,0.357978,0.532842,,6303.3,367.0886,1.2225,2.0852249,1.198,1.582,0.5091963,F      
69616,69616,306.90583695217,60.22550630775,2194686682913291008,3.6202,11.373,3.332,-10.874,9.302285,0.002763,9.410773,0.002846,9.092991,0.003796,9.00634,0.006045,0.317782,0.108488,0.209294,,7574.5,304.5704,2.1392,11.220494,1.712,1.011,0.48232496,A      
287822,2149,45.54851336587,7.77527357863,8491807474827264,1.2674,18.042,-0.538,-18.034,14.241876,0.002768,14.728687,0.004415,13.56906,0.004994,13.456707,0.254751,1.159627,0.486812,0.672815,,5807.1,754.2194,1.2705,1.6844534,0.999,9.545,0.4241979,G      
162294,62294,24.02896221934,60.81729842877,509915254880571136,0.4216,1.853,-1.79,-0.48,14.077009,0.002769,14.295676,0.002887,13.702298,0.003829,,,0.593378,0.218667,0.374711,,9918.2,2707.8499,2.4148,34.510277,2.327,0.25,0.51290405,B      
487861,2188,63.28576047712,34.73764637779,176794739539829504,5.7026,7.082,-6.081,-3.63,15.001634,0.002768,16.160093,0.00336,13.93997,0.00384,13.407133,0.029937,2.220123,1.15846,1.061664,,3595.9,172.6667,0.6347,0.06165795,0.572,12.897,0.21594337,M      
425555,39882,49.61571493802,34.27032317434,125904492381101312,0.2642,1.734,1.556,-0.765,13.363065,0.00276,13.984976,0.002966,12.60689,0.003832,12.258836,0.028801,1.378086,0.621911,0.756175,,4831.2,3736.2104,13.0326,60.103428,2.802,0.455,0.08183391,K      
130609,30609,19.96403237774,58.31493240614,413876521970721792,0.3066,1.555,-1.408,-0.659,13.716549,0.002781,13.919369,0.002844,13.326005,0.003829,,,0.593364,0.20282,0.390544,,10680.7,4247.4526,4.2673,103.848305,2.911,0.277,0.43600953,B      
352245,66572,81.05389312534,42.75399195284,195269210645345664,1.4452,7.098,-1.236,-6.989,13.978659,0.002785,14.310306,0.003053,13.481964,0.003907,13.192881,0.034701,0.828342,0.331647,0.496695,,5720.6,653.6884,0.9508,0.93284404,0.987,4.816,0.6008009,G      
137508,37508,6.68247282185,62.09481655978,430521478743329408,0.3806,1.959,-1.144,1.589,13.776199,0.002765,14.009502,0.002876,13.386261,0.003815,,,0.623241,0.233303,0.389938,,9654.1,3833.9844,4.0817,55.633892,2.502,0.404,0.41285592,B      
474979,89306,80.4540302931,32.37658531687,180776689616190592,0.3522,4.56,0.602,-4.521,15.121708,0.002781,15.974874,0.003813,14.204206,0.003926,13.749281,0.095113,1.770668,0.853166,0.917502,,5066.8,1310.155,2.791,16.55447,1.8,1.592,0.19926532,K      
412158,26485,35.38145097954,20.6139830331,87615103750951168,2.6688,28.194,-9.091,-26.688,14.25129,0.002765,14.802635,0.003272,13.552445,0.003831,13.26652,0.063856,1.25019,0.551345,0.698845,,4899.7,356.5962,0.7194,0.28823847,0.803,4.37,0.63489735,K      
239557,53884,40.0856589986,32.57260461374,133728861941295232,1.5078,4.118,-3.372,2.363,11.844892,0.002776,12.064087,0.002845,11.471898,0.003799,11.316522,0.017564,0.592189,0.219195,0.372993,,7214.7,704.7821,1.9922,7.995668,1.581,1.218,0.4166751,F      
20137,20137,50.49504502741,62.4066195758,463765865639616256,1.5418,7.855,-1.493,-7.711,11.935514,0.002765,12.156108,0.002834,11.569497,0.003801,11.409018,0.011418,0.586611,0.220594,0.366016,,7519.7,609.3784,1.6235,7.651406,1.595,0.799,0.5426368,A      
329923,44250,66.78110434865,21.68186436882,145390557142560640,3.3061,45.354,42.463,-15.933,12.998035,0.002763,13.569046,0.002875,12.272365,0.003796,11.983887,0.041173,1.296681,0.571011,0.725671,,5730.6,292.1571,0.9892,0.9987275,0.978,6.203,0.5291981,G      
117264,17264,82.35966163757,46.01211464913,209012869770977408,0.6575,0.396,0.33,-0.218,13.894696,0.002959,14.115213,0.003054,13.431854,0.003992,,,0.683359,0.220517,0.462842,,9753.2,3941.4165,4.1929,19.583881,2.159,,0.3990749,B      
584601,98928,264.951106351,-34.4071193754,4053412494119970560,0.079,5.673,-5.414,-1.696,15.296095,0.002887,17.62429,0.013338,13.90074,0.004767,12.982484,0.037216,3.723551,2.328196,1.395355,,4566.6,1852.8312,19.4372,146.65077,3.702,0.217,0.02165351,M      
127908,27908,66.0924047588,56.65741131207,278191186453973888,0.1241,0.655,0.226,-0.615,15.397215,0.002791,15.792488,0.00365,14.804699,0.003912,,,0.987789,0.395273,0.592516,,10133.0,5362.9644,3.5791,127.15871,2.988,0.312,0.43769842,B      
271390,85717,69.71248840219,33.28714848464,171974819860746880,0.7624,5.263,0.677,-5.219,14.575089,0.002773,15.379454,0.003909,13.685192,0.003875,13.347359,0.069706,1.694262,0.804365,0.889896,,6569.1,1047.359,2.2251,11.341373,1.669,1.654,0.3750078,F      
522822,37149,293.51654413345,25.19318048524,2021490717999676416,0.1511,7.363,-3.619,-6.413,15.626812,0.002797,17.771118,0.005725,14.283522,0.00387,13.50927,0.057618,3.487597,2.144306,1.34329,,4091.7,3400.571,26.7814,329.14188,2.706,0.503,0.02974124,M      
424678,39005,52.01942484291,32.63316497284,124550551187156096,0.1728,0.561,0.195,-0.526,14.529512,0.002768,15.29583,0.003461,13.66803,0.003935,13.171102,0.075974,1.6278,0.766317,0.861483,,5299.0,3145.262,7.3816,73.29872,2.606,0.554,0.16034107,K      
226007,40334,32.44635174189,28.41911324046,107517054487806592,1.4491,3.067,1.434,-2.711,12.807957,0.002776,13.107501,0.002863,12.340544,0.003811,12.190132,0.104297,0.766957,0.299544,0.467413,,6156.5,650.9954,1.469,2.959707,1.216,4.181,0.41559184,F      
518150,32477,357.04513905229,49.76761169697,1940862190259032576,6.4521,36.931,-25.269,-26.932,15.033319,0.002824,16.368431,0.005573,13.879463,0.004052,13.234512,0.0674,2.488968,1.335113,1.153855,,3499.8,151.5472,0.6327,0.053400427,0.55,10.999,0.36354542,M      
184416,84416,296.35737313093,20.30292038184,1825046674836868480,0.6716,5.582,-3.847,-4.045,15.314962,0.002896,16.052511,0.004307,14.341102,0.004351,13.714085,0.109053,1.71141,0.737549,0.973861,,15161.8,1407.2661,1.4584,107.149086,,,1.2479593,B      
492584,6911,7.21821992169,61.73554270796,430230589200013056,12.9801,151.472,98.646,114.947,13.764389,0.002771,14.959016,0.002969,12.680107,0.003799,12.182922,0.036213,2.278909,1.194627,1.084282,,3700.4,77.1141,0.4916,0.040276963,0.509,11.821,0.64676476,M      
494430,8757,68.51470662588,69.62876330624,496766023517199872,0.4238,0.909,-0.473,-0.776,11.541126,0.002796,12.960909,0.003245,10.387115,0.003858,9.859532,0.00689,2.573794,1.419783,1.154012,,3805.3,2205.8232,54.9745,470.17386,1.922,1.343,0.02165052,M      
169280,69280,33.92199863623,63.87116782335,514798151661969024,0.1921,1.436,-1.411,0.269,14.625106,0.002762,15.103137,0.003009,13.956831,0.003835,,,1.146306,0.478031,0.668275,,10699.3,2668.4453,2.8229,264.44537,3.497,0.227,0.49114326,B      
193638,7965,48.50021461652,13.74013045832,29552948409768448,1.3381,9.142,-5.779,-7.083,12.895378,0.002777,13.301822,0.002936,12.311961,0.003825,12.043575,0.065157,0.989861,0.406444,0.583417,,6165.4,747.1263,1.9787,4.9260745,1.368,3.103,0.45402303,F      
61613,61613,297.13773043498,42.67993068829,2078692947830919936,0.6755,13.463,-0.476,-13.454,13.374249,0.002908,13.623905,0.003337,12.97155,0.006116,12.841341,0.040065,0.652355,0.249656,0.402699,,8098.6,1346.8513,1.9027,15.730401,1.865,0.763,0.47828075,A      
110642,10642,76.80748505672,40.26680418157,200610397618038912,0.212,1.837,0.479,-1.773,15.528283,0.002773,15.877616,0.003653,14.997529,0.004122,,,0.880087,0.349333,0.530754,,10050.7,3783.124,2.1893,45.31352,2.448,0.303,0.512293,B      
140937,40937,1.85401177029,64.94851939906,432119958188709760,0.146,2.139,-2.114,-0.329,16.7504,0.002836,17.53049,0.006595,15.872417,0.004477,,,1.658074,0.78009,0.877984,,9918.3,2653.762,1.6985,23.143795,2.166,,0.5871829,B      
403678,18005,51.65928761452,23.62997506831,62745422042390656,5.0237,30.355,28.283,-11.025,11.798953,0.0028,12.268678,0.002937,11.135927,0.003866,10.918995,0.016916,1.132751,0.469725,0.663026,,5108.9,199.5286,1.0902,0.71002614,0.894,9.799,0.5948516,K      
157515,57515,28.28358147242,57.01132330775,505681482275384320,0.7178,1.045,-1.039,0.115,10.909081,0.002767,10.956665,0.00282,10.789503,0.003788,,,0.167162,0.047584,0.119578,,12142.0,1740.7627,4.1074,206.37907,3.466,,0.5418046,B      
66069,66069,313.52353831214,47.56855270445,2166903810804095488,0.3489,4.695,-3.34,-3.299,12.650493,0.002801,12.978578,0.002873,12.121033,0.003805,11.915375,0.017511,0.857545,0.328085,0.52946,,9003.8,1404.2941,3.1037,57.560085,2.476,0.498,0.55263186,A      
378575,92902,51.55816816658,42.92514467633,241096515993015296,1.7875,6.365,1.463,-6.195,13.830491,0.002761,14.248863,0.002901,13.241265,0.003815,12.955896,0.067945,1.007598,0.418372,0.589226,,5916.0,503.3059,0.8866,1.0242897,1.073,0.358,0.65622026,G      
378438,92765,47.98501998873,44.57775331539,240916093003358080,1.4458,16.999,16.848,-2.26,14.308121,0.002766,14.741255,0.003007,13.705476,0.003884,13.324582,0.094367,1.035779,0.433134,0.602645,,5670.4,625.6338,0.9314,0.9382593,0.954,7.41,0.5524213,G      
461439,75766,62.68214293846,34.11201457109,170745260922281216,0.4085,2.116,1.911,-0.909,13.945284,0.002758,14.587526,0.002869,13.167699,0.003802,12.820262,0.030841,1.419828,0.642242,0.777585,,5439.7,2490.91,6.2211,24.3347,2.143,0.949,0.21491423,K      
335588,49915,62.84948428006,26.11463784661,162337192421512576,1.4797,9.135,-1.617,-8.991,13.583021,0.00276,13.974048,0.00298,13.017422,0.003855,12.662443,0.049328,0.956626,0.391027,0.565599,,5843.4,652.0605,1.2533,1.6751528,1.012,8.628,0.5530515,G      
275117,89444,63.55515185502,34.36980426067,176023225970603008,4.7342,10.239,9.318,-4.242,10.520379,0.002758,10.937554,0.002804,9.924575,0.003786,9.673504,0.006327,1.01298,0.417175,0.595804,,5821.0,203.8192,1.6964,3.1482809,1.118,7.044,0.35210878,F      
260162,74489,70.75224442857,30.52745408527,159353873777674496,0.4424,2.807,2.273,-1.647,14.680524,0.002779,15.368019,0.003343,13.860719,0.003924,13.442278,0.09548,1.5073,0.687495,0.819805,,7079.8,1782.1681,2.9475,33.228397,2.149,0.824,0.42556357,F      
285659,99986,81.13754387927,35.69606763305,183718329896138496,0.6916,4.587,4.059,-2.135,14.472317,0.00277,14.919188,0.003143,13.847609,0.003887,13.498437,0.076811,1.071579,0.446871,0.624708,,5889.8,1268.3728,1.7895,3.9405015,1.189,5.548,0.48869655,F      
44431,44431,321.83469212503,42.96418336542,1967474769704828800,0.4623,5.622,-3.172,-4.642,12.061744,0.002764,12.271428,0.002894,11.706056,0.003819,11.570238,0.016684,0.565372,0.209684,0.355688,,8932.4,2367.5261,5.4468,125.808334,2.9,0.389,0.35707015,A      
609205,23532,238.66395799483,-47.81458661951,5984558334507747584,0.5011,6.113,-4.839,-3.735,15.367406,0.002862,16.993399,0.004816,14.112453,0.003945,13.585499,0.080403,2.880946,1.625993,1.254953,,15011.3,1708.9681,4.3208,946.36664,5.033,,0.6362597,O      
568614,82941,265.14182647543,-35.41744632412,4041249082443761024,0.083,5.311,-4.341,-3.06,14.597706,0.023724,16.842289,0.106999,13.187104,0.05958,12.131069,0.070865,3.655185,2.244583,1.410602,,3612.5,5758.0205,72.9651,619.4449,1.924,1.344,0.00658759,M      
483812,98139,77.34643628593,35.58148862929,185349592837861760,0.6828,3.595,1.223,-3.381,11.61513,0.002773,12.441533,0.002859,10.718115,0.003797,10.339614,0.017677,1.723418,0.826403,0.897016,1.3786,4974.6,968.9485,9.835,112.28887,3.201,0.318,0.13536209,K      
301015,15342,55.86440819123,21.86661443543,64357374807833600,0.8916,8.009,0.077,-8.008,14.620397,0.002772,15.178993,0.003177,13.902308,0.003853,13.868706,0.125837,1.276685,0.558597,0.718088,,5316.5,879.4492,1.4984,2.3935516,1.02,10.552,0.49092898,G      
101672,1672,78.91272806491,32.96052368083,181085102627045504,0.3286,1.609,-0.236,-1.592,14.359508,0.002775,14.628767,0.003042,13.914699,0.003978,,,0.714068,0.269259,0.444809,,12638.4,3376.9575,2.5619,102.335365,3.174,,0.61869335,B      
444243,58570,73.15458217555,28.62387696419,155045742405537920,0.4281,1.695,0.258,-1.675,14.069681,0.002769,15.005847,0.003059,13.114541,0.003808,12.722734,0.055,1.891306,0.936166,0.95514,,5356.8,2028.1577,7.2089,43.08742,2.496,0.622,0.1923571,K      
176273,76273,12.02188864844,67.1939606673,526309110686766464,0.2504,2.513,-2.51,-0.136,15.209255,0.002769,15.664516,0.003332,14.573343,0.003895,,,1.091172,0.45526,0.635912,,9758.5,3491.5295,2.8382,76.23179,2.668,0.383,0.46391505,B      
100157,157,52.050118734,23.97904815363,68738550687234304,0.1561,2.376,1.957,-1.347,14.490298,0.002799,14.624179,0.003124,14.251973,0.003865,,,0.372206,0.133881,0.238325,,9783.4,5107.819,3.1367,81.11474,2.702,0.376,0.45096275,B      
315171,29498,33.51870769317,29.61569610738,108073373011699200,2.8663,7.845,-6.766,-3.971,13.191645,0.002844,13.628594,0.003835,12.594843,0.004256,12.33888,0.051948,1.033752,0.43695,0.596802,,5431.1,338.5342,0.8565,0.59636545,0.909,5.364,0.5947991,G      
268708,83035,62.61419862798,32.6921038858,169763019081519104,0.862,2.505,-2.035,-1.461,14.533162,0.002762,14.931862,0.00291,13.956224,0.003863,13.771111,0.068254,0.975638,0.3987,0.576939,,6447.6,1120.3453,1.3371,2.7195923,1.25,1.881,0.4944364,F      
136484,36484,0.19094690783,62.52242033328,429949595260239872,0.3146,3.528,-3.265,-1.336,12.620371,0.002765,12.771075,0.00291,12.338397,0.003835,,,0.432678,0.150704,0.281974,,14306.7,2602.6785,3.1887,779.52673,5.141,,0.4893812,B      
369787,84114,61.8217165281,37.05325644989,225319692364751232,1.8976,8.011,-1.738,7.82,14.156816,0.002761,14.624674,0.003059,13.506143,0.003955,13.142042,0.047509,1.118531,0.467858,0.650673,,5567.3,484.8844,0.8461,0.64822316,0.857,12.658,0.5798294,G      
511447,25774,297.62516256261,18.35640901873,1821491923725256832,0.384,3.747,-1.126,-3.574,15.175116,0.002906,16.525887,0.005052,14.0088,0.003994,13.503801,0.064395,2.517087,1.350771,1.166316,,4890.3,1857.3367,7.4629,55.73811,2.483,0.624,0.263947,M      
38343,38343,300.86316928555,22.14552547927,1832969652555497472,0.7925,4.955,-2.408,-4.33,12.318682,0.002759,12.59216,0.002824,11.888521,0.00379,11.705319,0.013679,0.703639,0.273479,0.430161,,7338.5,1181.8555,2.9311,26.637815,2.042,0.92,0.36450619,A      
260770,75097,73.50503738724,31.71505014596,160147235842042752,0.5969,5.674,-0.836,-5.612,15.016546,0.002769,15.73307,0.003365,14.180013,0.003975,13.750107,0.065678,1.553058,0.716524,0.836534,,6633.1,1299.355,1.9953,9.5404,1.605,1.739,0.40055078,F      
515860,30187,322.9912763354,28.02209785746,1848819941590885248,5.763,79.603,59.101,53.326,14.570236,0.002771,15.584958,0.0033,13.571404,0.003851,13.141165,0.05163,2.013555,1.014722,0.998833,,3598.7,170.7766,0.6679,0.070292935,0.688,1.823,0.36601445,M      
522586,36913,294.20302787587,24.16360759376,2021057373004932992,0.2685,6.776,-3.63,-5.721,13.938165,0.002837,16.505346,0.004441,12.526609,0.004008,11.812598,0.046694,3.978737,2.567182,1.411555,1.106,3586.7,3986.9082,73.0518,785.79535,1.95,1.291,0.01720792,M      
220703,35030,27.73851686501,19.02919091874,92286756858649344,1.0655,14.69,3.359,-14.301,13.831328,0.002771,14.153276,0.002977,13.338488,0.003938,13.185185,0.109939,0.814788,0.321947,0.492841,,5772.3,882.4332,1.3431,1.8752404,1.003,9.991,0.40829378,F      
287640,1967,45.9868301922,7.40166883852,7669368481645440,2.4209,15.769,14.473,-6.261,12.785932,0.002773,13.349064,0.003034,12.072571,0.003811,11.818024,0.036121,1.276493,0.563132,0.713361,,5636.1,409.2939,1.4994,1.9542484,0.98,11.686,0.36737987,G      
344136,58463,77.36380469338,31.82738132698,181297166635400320,1.6402,14.45,11.608,-8.606,14.07377,0.002761,14.657997,0.003108,13.345318,0.003812,12.947286,0.066192,1.312679,0.584228,0.728452,,5625.8,559.8438,1.1666,1.2993999,0.927,12.98,0.46588784,G      
257704,72031,74.7222137266,30.34154124022,156934742040219264,1.3651,13.832,11.882,-7.082,13.231696,0.002781,13.690841,0.002893,12.399412,0.003809,12.113592,0.040001,1.291429,0.459145,0.832284,1.4545,6161.2,619.702,1.919,5.8203363,1.421,2.86,0.4061012,F      
237583,51910,43.43734244002,31.44753529038,130232999078850688,0.8212,1.752,1.458,0.972,14.630813,0.00277,15.021009,0.003291,14.067958,0.003939,13.923644,0.263409,0.953051,0.390196,0.562855,,5932.8,1125.0992,1.3302,2.0940375,1.065,7.366,0.3979534,F      
486825,1152,29.4112524212,21.66180381338,97516034160394880,5.4398,12.413,4.112,11.712,15.491713,0.002836,16.85402,0.00634,14.349426,0.004235,13.649653,0.294938,2.504593,1.362307,1.142286,,3564.9,178.9933,0.5995,0.053257447,0.549,11.807,0.5054279,M      
564447,78774,271.23831603715,-34.41962841644,4039157085349917056,0.0901,3.243,1.9,-2.628,13.224725,0.00308,14.570646,0.006929,12.094069,0.004764,11.536466,0.039958,2.476578,1.345922,1.130656,,3788.5,3759.753,40.0456,837.4733,1.923,1.342,0.01275785,M      
548177,62504,102.44192495322,-4.83053979022,3102181318002469376,0.2734,0.249,0.077,0.237,15.38836,0.002834,16.632683,0.005244,14.304112,0.003927,14.07436,0.429666,2.32857,1.244323,1.084248,,5259.5,1806.4707,5.1045,49.373604,2.602,0.557,0.2502827,M      
218002,32329,41.05043132207,18.01530760702,83673045327850112,1.0731,6.561,6.554,0.296,14.549374,0.002778,14.888391,0.003227,14.040658,0.003917,13.92775,0.127662,0.847733,0.339017,0.508716,,5855.4,931.1802,1.03,1.0399572,1.034,2.864,0.5840549,F      
371178,85505,62.72666615906,41.95046053261,228947118664741632,1.6355,23.15,19.017,-13.201,14.260601,0.002769,14.847328,0.003101,13.521728,0.003841,13.12233,0.051399,1.325601,0.586727,0.738874,,5895.8,583.2469,1.1085,1.3280029,0.99,8.354,0.48851898,G      
590813,5140,272.56267732417,-28.91619023166,4050554352395425920,0.0401,3.209,-0.239,3.2,15.138914,0.002862,15.98907,0.007296,14.094579,0.005438,,,1.894491,0.850156,1.044335,,15121.6,2371.155,3.0469,421.65524,4.396,,0.9335022,O      
383654,97981,54.72012553754,49.8603245895,249732492634313600,0.9182,9.187,8.53,-3.413,15.099315,0.002766,15.791836,0.003308,14.288128,0.003889,13.702251,0.147314,1.503708,0.692521,0.811187,,5718.5,929.3605,1.4341,2.4771407,1.041,9.332,0.3731126,G      
378737,93064,50.35403485611,43.58525971432,241290511074162176,1.2731,9.86,9.83,0.768,14.073134,0.00277,14.483056,0.002925,13.493568,0.004207,13.338981,0.059061,0.989488,0.409922,0.579566,1.5177,5751.6,740.4908,1.1524,1.3361666,0.971,9.777,0.46909022,G      
91967,91967,121.98592649871,-7.66293620606,3063672469423131008,0.4803,4.886,-4.834,-0.71,14.164153,0.002779,14.372404,0.003013,13.816495,0.003878,13.665406,0.208787,0.555909,0.208251,0.347658,,7484.5,1596.2422,1.4677,8.822471,1.63,0.99,0.5279365,A      
204792,19119,60.52360132385,23.16273801548,53474958473188224,0.7517,2.333,0.715,-2.22,14.335193,0.002765,14.690951,0.003071,13.804189,0.003866,13.631372,0.089224,0.886763,0.355759,0.531004,,6253.0,1270.0952,1.582,3.4666305,1.269,3.264,0.40371624,F      
34445,34445,201.30730577291,54.98784533978,1565090003967879424,40.4651,117.144,113.37,-29.498,3.974355,0.003191,4.053378,0.004012,3.789806,0.004453,3.744147,0.004681,0.263572,0.079024,0.184548,1.612,7910.7,25.2161,1.921,12.245642,1.763,0.793,0.44598997,A      
258706,73033,71.10318863271,28.470478933,157796965312927232,0.839,6.274,2.952,-5.536,14.469461,0.002765,15.294135,0.003202,13.561376,0.003842,13.23578,0.055673,1.73276,0.824674,0.908086,,7216.8,873.8766,1.9235,15.114112,1.796,1.217,0.36316475,F      
54567,54567,296.68029408365,30.04115003434,2032108942305142912,1.0408,4.33,-3.057,-3.067,10.458464,0.002768,10.504825,0.002811,10.356869,0.003784,10.289421,0.005467,0.147956,0.046361,0.101595,,9588.8,1099.5192,3.5955,75.77363,2.653,0.403,0.44989204,A      
394262,8589,58.90246855628,12.65397553111,38366397396699264,6.8019,93.37,12.242,-92.564,11.841825,0.002763,12.31134,0.002847,11.204812,0.003795,10.960381,0.009046,1.106528,0.469516,0.637013,,4930.8,146.7633,0.8057,0.34339207,0.784,12.925,0.5986737,K      
159023,59023,33.90061849912,59.38090607351,507242926225720448,0.3792,0.688,0.047,-0.686,13.269361,0.002863,13.722913,0.003651,12.630572,0.004624,,,1.092341,0.453552,0.638788,,12770.3,1894.9277,3.1741,430.8886,4.079,,0.6322956,B      
582066,96393,276.36721408722,-27.31879967809,4051867100590404992,0.3601,3.622,1.033,-3.471,10.904486,0.00295,12.953036,0.007564,9.583719,0.007142,9.052218,0.007871,3.369317,2.048551,1.320766,,3511.7,9597.544,390.916,1449.9977,1.925,1.342,0.00757345,M      
571428,85755,270.89334484227,-33.55687641623,4042633436200496640,0.062,7.035,-1.517,-6.87,15.484333,0.002798,16.7709,0.007497,14.374373,0.004623,13.123054,0.104927,2.396527,1.286568,1.10996,,4997.6,1860.0968,5.6638,21.582285,1.856,1.46,0.1074278,M      
469320,83647,64.19656896416,35.88986581312,176974578406834176,0.2748,0.837,0.61,-0.572,13.999054,0.002764,14.772414,0.003017,13.139713,0.003814,12.718095,0.054777,1.632701,0.77336,0.859341,,5120.1,2096.7139,6.4645,51.56786,2.702,0.503,0.1328372,K      
471190,85517,69.40670618784,39.08754349624,178724412504646400,1.3944,3.534,3.531,-0.153,12.695663,0.002768,13.628882,0.002981,11.741844,0.003878,11.322171,0.012842,1.887038,0.933219,0.953819,,5642.9,794.9012,5.1588,17.8727,1.933,1.257,0.22748378,K      
139727,39727,1.65524627178,63.19804232224,431529284231571584,0.2581,2.092,-1.666,-1.266,13.478427,0.002767,13.629363,0.002846,13.199597,0.003826,,,0.429766,0.150936,0.27883,,12885.4,5580.6777,4.8724,245.60439,3.677,,0.5090854,B      
173727,73727,14.72941276929,63.08597903557,523695983867306624,0.4221,2.189,-2.186,-0.12,14.426662,0.002788,14.735476,0.003117,13.940906,0.003983,,,0.79457,0.308813,0.485757,,10144.4,2868.022,2.5444,38.170593,2.395,0.219,0.52439475,B      
143581,43581,37.30497645408,51.73453690327,451748787661226240,0.2404,1.124,-1.041,-0.423,14.359147,0.002808,14.496485,0.003041,14.117878,0.003932,,,0.378607,0.137338,0.241269,,9656.8,3484.3682,2.297,47.365986,2.433,0.387,0.5165529,B      
158726,58726,31.56940005522,58.98982317895,506998491048757376,0.2542,1.623,-1.611,0.19,15.66507,0.002784,16.089163,0.003313,15.05378,0.004117,,,1.035383,0.424093,0.61129,,9639.6,5748.848,3.6579,110.6591,2.872,0.362,0.4111796,B      
462663,76990,68.84528238027,32.12275445729,171782890657532544,0.1921,1.276,1.265,0.169,15.05487,0.002774,15.902606,0.003859,14.147713,0.003871,13.801773,0.08197,1.754893,0.847736,0.907157,,5630.0,1972.0474,3.8501,55.51545,2.446,0.658,0.25906605,K      
509375,23702,180.50620307697,87.12827178299,1728632256837706496,7.2388,29.422,-29.406,0.988,14.837666,0.002787,16.019562,0.003673,13.763703,0.003962,13.386724,0.091656,2.255858,1.181896,1.073962,,3699.8,137.4766,0.515,0.045677796,0.528,9.969,0.6660417,M      
47203,47203,337.31459409448,46.09026829957,1986235736602401408,1.3032,2.153,-0.538,-2.085,10.984618,0.002795,11.207608,0.003213,10.614621,0.003882,10.457506,0.006455,0.592987,0.22299,0.369997,,6403.5,687.2939,3.0161,24.643278,2.001,1.004,0.33857518,A      
546378,60705,93.06009228922,-4.1390728964,3021409407116268288,6.7579,21.946,-7.653,-20.568,14.785636,0.002788,15.957838,0.003415,13.711233,0.003913,13.219033,0.059201,2.246605,1.172202,1.074403,,3701.6,147.0284,0.5613,0.05407072,0.55,13.364,0.6143789,M      
295729,10056,60.25926671968,17.04743680665,46495499177667968,1.0251,10.511,10.041,-3.106,14.737669,0.002787,15.260549,0.003371,14.030716,0.0039,13.761915,0.10451,1.229833,0.52288,0.706953,,5717.0,611.3819,0.8914,1.7939034,0.979,10.801,0.5575909,G      
584409,98736,264.68031010715,-35.09223549516,4053281068125427328,0.0155,4.96,1.091,-4.839,15.553374,0.002931,17.917143,0.01651,14.137626,0.004561,13.291837,0.089421,3.779517,2.363769,1.415749,,3771.5,10328.372,114.9918,2375.9465,1.923,1.341,0.00438041,M      
154381,54381,64.79730529803,57.07626142199,469113473578850048,0.4345,1.999,0.286,-1.979,11.984471,0.002789,12.165882,0.002886,11.650668,0.003843,11.490313,0.008571,0.515214,0.181411,0.333803,,12309.8,3576.602,6.7852,343.1359,3.844,,0.4452868,B      
593488,7815,261.35002922796,-21.90695019896,4114794521786566016,0.1367,9.179,-6.623,-6.355,16.071457,0.002795,17.228703,0.005001,14.978601,0.004095,,,2.250101,1.157246,1.092856,,15020.5,2620.793,2.9613,384.31516,4.322,,0.77430177,O      
225736,40063,34.85182909739,28.11045076517,106919912299037184,2.0813,5.715,-0.268,-5.709,13.442884,0.00279,13.812349,0.003446,12.905046,0.003958,12.556903,0.113384,0.907304,0.369466,0.537838,,5748.2,459.9311,0.9091,0.8535045,1.026,0.882,0.55614483,F      
